user_message,expected_message,generated_message
"B1: Nesreče Na cesti Novo mesto - Metlika je pri kraju Dole promet urejen izmenično enosmerno. Ovire Na vipavski hitri cesti je pred pokritim vkopom Rebrnice 2 proti Razdrtemu zaprt vozni pas, okvara vozila. Zastoji Gneča proti Primorski: - Na gorenjski avtocesti in zahodni ljubljanski obvoznici od Šentvida mimo razcepa Koseze do Brezovice. - Na ljubljanski južni obvoznici od priključka Ljubljana jug mimo Kozarij proti Brezovici. Občasno zaradi varnosti zapirajo predor Golovec. Na gorenjski avtocesti pred predorom Karavanke proti Avstriji, 2,5 km. Za Kranjsko Goro priporočamo izvoz Jesenice vzhod. Na cestah Dolenje pri Jelšanah - Jelšane, Starod - Kozina v Hrpeljah, Vič - Brezovica. Zaradi popoldanske prometne konice je promet povečan na cestah iz mestnih središč in na mestnih obvoznicah. Mejni prehodi Čakalna doba: Obrežje, Starod, Jelšane in Gruškovje. Delo na cesti Popolne zapore, več: - Kamnik - Mengeš, pri odcepu za Šmarco, do torka, 23. 8., predvidoma do 21. ure. Na ljubljanski severni obvoznici potekajo dela med Zadobrovo in Tomačevim.","Daljši zastoji so na celotni zahodni in južni ljubljanski obvoznici proti Primorski. Na razcepu Kozarje je zaradi pokvarjenega vozila zaprt prehitevalni pas iz smeri Brda proti Brezovici. Zastoji so tudi na cestah Lesce-Bled, Vič-Brezovica in Starod-Kozina v Hrpéljah. Pred predorom Karavanke je 2 kilometra dolg zastoj proti Avstriji. Na mejnih prehodih Dragonja, Sečovlje, Starod in Obrežje vozniki osebnih vozil na vstop v državo čakajo 1 uro, v Jelšanah in Gruškovju pa do pol ure. V Gruškovju, Starodu in Jelšanah je promet povečan tudi pri izstopu.
V Gruškovju, Zavrču in na Obrežju je pri vstopu povečan promet tovornih vozil.",Generation failed
"B1: Nesreče Cesta Kočevje - Petrina je v Štalcerjih zaprta. Obvoz po lokalni cesti. Zastoji Na primorski avtocesti med Uncem in Vrhniko proti Ljubljani, zamuda približno 20 minut. Na primorski avtocesti od Ljubljane proti Vrhniki, smer Koper, iz smeri Brda in Viča. Na severni ljubljanski obvoznici od Šiške proti Tomačevem. Zaradi del na ljubljanski južni obvoznici od priključka Rudnik proti predoru Golovec. Na gorenjski avtocesti pred priključkom Jesenice vzhod proti Jesenicam ter pred predorom Karavanke proti Avstriji, 1 km. Na cestah Lesce - Bled, Dragonja - Šmarje - Koper in Lucija - Strunjan. Delo na cesti Na severni ljubljanski obvoznici je zaprt uvoz Nove Jarše proti Kosezam. Danes do večera bo na pomurski avtocesti zaprt izvoz Pernica iz smeri Maribora. Popolne zapore ta vikend: - v Ljubljani bo Litijska cesta med Kajuhovo ulico in Parmsko cesto, vključno s križiščem Parmska/ Litijska, zaprta do nedelje, 17. septembra, do 18. ure. - v Ljubljani bo zaprta Vilharjeva cesta do ponedeljka, 18. septembra, do 5. ure. - V soboto, 16. septembra, bo med 7. in 17. uro zaprta cesta Polica - Podtabor, v Podbrezju, zaradi urejanja odvodnjavanja. - Cesta Velenje - Škale bo zaprta pri Škalah do nedelje, 17. septembra, do 17. ure zaradi asfaltiranja. Na dolenjski avtocesti med Trebnjim in Kronovim bo do 22. septembra promet potekal po enem pasu, v času prometnih konic so možni zastoji. Več o urniku zapor. Do ponedeljka, 18. septembra, bo zaprta cesta Bogojina - Gančani, v Bogojini, zaradi gradnje krožišča in avtobusnih postajališč. Več o delovnih zaporah v prometni napovedi. Prireditve Več o prireditvah. Ujma 2023 Popolne zapore: - Stahovica - Gornji Grad. - Podlom - Kranjski Rak - Luče. - Luče - Ljubno ob Savinji. - Dravograd - Trbonje. Več o zaporah na zemljevidu.","Glavna cesta Kočevje-Petrina je zaradi nesreče v Štálcerjih zaprta. Obvoz je po lokalnih cestah. Zaradi del je krajši zastoj na južni ljubljanski obvoznici pred razcepom Malence proti Dolenjski in naprej na vzhodni ljubljanski obvoznici proti predoru Golovec ter na severni obvoznici med krožiščem Tomačevo in Šiško v obe smeri.
Krajši zastoj je tudi na gorenjski avtocesti pred delovno zaporo pri priključku Jesenice-Vzhod proti Karavankam.
Na primorski avtocesti je promet zgoščen od Ljubljane proti Vrhniki. Gneča je še na cestah Lesce-Bled, Šmarje-Koper in Lucija-Strunjan.",Generation failed
"B1: Delo na cesti Zaprta cesta Vavta vas - Dolenjske Toplice - Podturn, v Dolenjskih Toplicah, zaradi rekonstrukcije mostu do 1. 4. 2025. Več o delovnih zaporah v prometni napovedi.",Na primorski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka zaprt vozni pas med priključkoma Črni Kal in Kastelec. Gost promet z zastoji je na cesti Ljubljana-Medvode. Na južni ljubljanski obvoznici zaradi del promet poteka po dveh zoženih pasovih med priključkoma Rudnik in Center v obe smeri. Na primorski avtocesti proti Kopru je prav tako zaradi del zaprt vozni pas v predoru Dekani.,Generation failed
B1: Zastoji Na cesti Lesce - Bled v obe smeri zaradi del. Na dolenjski avtocesti zaradi del med Grosupljim in Višnjo Goro proti Novemu mestu. Ovire Okvara vozila na primorski avtocesti med Brezovico in Vrhniko proti Kopru. Vreme Prelaz Vršič prevozen za osebna vozila z verigami. Delo na cesti Zaradi obnove hitre ceste Škofije - Koper bo na razcepu Srmin do sredine maja zaprt krak iz smeri Ljubljane proti Italiji. Na regionalni cesti Dekani - mejni prehod Škofije bo do konca junija v Spodnjih Škofijah popolna zapora zaradi gradnje krožišča. Več o delovnih zaporah v prometni napovedi.,Zaradi del so zastoji na regionalni cesti Lesce-Bled v obe smeri. Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka zaprt vozni pas med Vranskim in Trojanami pred predorom Jasovnik. Nastaja zastoj. Vozilo je obtičalo tudi na vzhodni mariborski obvoznici med priključkom Zrkovci in predorom Malečnik proti Šentilju.,Generation failed
"B1: Ovire Na pomurski avtocesti je med Pernico in razcepom Dragučova proti Mariboru, okvara tovornega vozila, zaprt vozni pas. Na štajerski avtocesti je na izvozu Lukovica iz smeri Maribora povečano število tovornih vozil, oviran promet. Mejni prehodi Čakalna doba je na mejnem prehodu Gruškovje.",Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega tovornega vozila oviran promet na izvozu Lukovica. Prav tako zaradi pokvarjenega vozila je promet oviran na pomurski avtocesti proti Mariboru med priključkom Pernica in razcepom Dragučova. Na mejnem prehodu Gruškovje vozniki tovornih vozil na vstop v državo čakajo približno 45 minut.,Generation failed
"B1: Nesreče Zaprt prehitevalni pas na primorski avtocesti med priključkom Brezovica in razcepom Kozarje proti Ljubljani. Nastaja zastoj. Ovire Na primorski avtocesti je na razcepu Kozarje proti iz smeri Brezovice proti Viču oviran promet zaradi predmeta. Zastoji Na štajerski avtocesti pred priključkom Ljubljana Sneberje, delovna zapora, 1,5 km. Na cesti Mojstrana - Kranjska Gora - Rateče. Delo na cesti V soboto bo: - med 8.30 in 13.30 zaprta cesta Litija - Zagorje, pri Šklendrovcu; - med 7. in 15. uro zaprta cesta Dobro Polje - Posavec. Na regionalni cesti Dekani - prehod Škofije, v Spodnjih Škofijah, do konca junija popolna zapora zaradi gradnje krožišča. Pripravljalna dela, v obe smeri: - na gorenjski avtocesti med galerijo Moste in Podtaborom; - na dolenjski avtocesti med Ivančno Gorico in Bičem. Več o delovnih zaporah v prometni napovedi.",Zaradi del je na primorski avtocesti zaprt razcep Srmin iz smeri Črnega Kala proti Škofijam. Regionalna cesta Dekani-Škofije je prav tako zaradi del zaprta v Spodnjih Škofijah.,Generation failed
"B1: Delo na cesti Predvidoma do 24. ure bo zaprta štajerska avtocesta med Blagovico in Vranskim proti Mariboru. Promet je preusmerjen na vzporedno regionalno cesto. Zaprt je tudi uvoz Trojane v obe smeri. Na primorski hitri cesti je zaprt izvoz na priključku Semedela iz smeri Izole proti Kopru. Obvoz je iz smeri Izole do priključka Koper center, tudi za vozila brez vinjete. Na cesti Podtabor - Ljubelj, v Tržiču pri predorih, je zaradi sanacije plazu promet možen samo za lokalni promet. Več o delovnih zaporah v prometni napovedi. Vreme Danes ponoči in v prihodnjih dneh bodo snežne padavine zajele vso Slovenijo. Na cestah bodo plužne in posipne skupine. Na pot se odpravite prej kot običajno ter le z obvezno zimsko opremo! Tovorni promet Do 22. ure velja po Sloveniji omejitev prometa za tovorna vozila, katerih največja dovoljena masa presega 7,5 t. Opozorila Na meji s Hrvaško ni več mejnega nadzora. Vozite previdno, saj se na prehodih še vedno lahko pojavijo počasna ali stoječa vozila.","Štajerska avtocesta je zaradi del zaprta med Blagovico in Vranskim proti Mariboru. Promet je preusmerjen na vzporedno regionalno cesto. Zaprt je tudi uvoz Trojane v obe smeri. Prav tako zaradi del je na dolenjski avtocesti proti Ljubljani zaprt vozni pas med priključkoma Trebnje-vzhod in zahod v predoru Leščevje. Do 22-ih velja omejitev prometa za tovorna vozila, katerih največja masa presega 7 ton in pol.",Generation failed
"B1: Ovire Na štajerski avtocesti je na uvozu na avtocesto s počivališča Lopata proti Mariboru zaradi kosov pnevmatike in okvare tovornega vozila oviran promet. Zastoji Na ljubljanski obvoznici od Kosez proti Primorski, zamuda 10 minut. Na Primorski avtocesti od Ljubljane proti Vrhniki, zamuda 20 minut. Na cesti Ljubljana - Brezovica pred delovno zaporo in na cesti Lesce - Bled. Pred predorom Karavanke proti Avstriji, 3 kilometre. Predor iz Avstrije proti Sloveniji občasno zapirajo zaradi zastojev. Mejni prehodi Čakalna doba: Sečovlje, Dragonja, Sočerga, Jelšane in Gruškovje. Prireditve Na širšem območju Škofje Loke bodo danes, med 18. in 22. uro, nekateri odseki cest popolnoma zaprti zaradi tekaške prireditve Danes bo do 15. ure kolesarski maraton okoli Pohorja. Številne ceste bodo lahko v tem času kratkotrajno zaprte. Na širšem območju Ptuja bodo kratkotrajne zapore med 11. in 14. uro, kolesarska prireditev. Do nedelje, 19. 6., bo potekala kolesarska dirka po Sloveniji. V soboto med 10. in 15:30 bodo občasne popolne zapore na relaciji Laško - Rimske Toplice - Hrastnik - Zagorje ob Savi - Izlake - Trojane - Lukovica - Dob - Domžale - Mengeš - Moste pri Komendi - Kamnik - Črnivec - Gornji Grad - Radmirje - Ljubno ob Savinji - Raduha - Luče - Podvolovljek - Kranjski Rak - Velika planina. V Mokronogu je zaradi sejma popolna zapora na relaciji Mokronog - Zbure. Delo na cesti Cesta Tržič - Kranj bo pri Križah zaprta do 20. ure.","Pred predorom Karavanke je kilometer dolg zastoj proti Avstriji. Na gorenjski avtocesti proti Ljubljani je zaradi pokvarjenega vozila zaprt vozni pas v predoru Šentvid. Prav tako je zaradi pokvarjenega vozila zaprt uvoz Šentvid iz Celovške ceste proti Kosezam. Na mejnem prehodu Jelšane je povečan promet osebnih vozil pri vstopu v državo in izstopu iz nje. V Sečovljah vozniki osebnih vozil na vstop v državo čakajo do pol ure, na Dragonji do 2 uri, v Gruškovju pa na izstop čakajo do 1 uro.",Generation failed
"A1: Pozor! Zaprt je predor Karavanke na gorenjski avtocesti v obe smeri zaradi nujnega popravila na električni napeljavi, na avstrijski strani. Nastaja zastoj. Obvoz za osebna vozila je možen preko prelazov Ljubelj ali Korensko sedlo. B1: Zastoji Zaradi jutranje prometne konice nastajajo zastoji na cestah, ki vodijo v mestna središča ter na mestnih obvoznicah. Predvsem na cestah, ki vodijo proti Ljubljani. Zastoj tovornih vozil je na gorenjski avtocesti pred predorom Karavanke v smeri proti Avstriji, 3 km. Vozila stojijo tudi na voznem pasu, vozite previdno! Vreme Ponekod po Sloveniji megla v pasovih zmanjšuje vidljivost, previdno! Delo na cesti Na regionalni cesti Domžale - Želodnik bo do 24. decembra zaprt montažni most iz smeri Domžal proti Viru. Regionalna cesta Sneberje - Nove Jarše, Šmartinska cesta je ponovno prevozna. Več o delovnih zaporah v prometni napovedi.","Zaradi predmeta na vozišču je predor Karavanke zaprt proti Avstriji. Pred predorom je kilometer dolg zastoj tovornih vozil. Promet je zgoščen na štajerski avtocesti od Lukovice proti Ljubljani in na dolenjski avtocesti od Višnje Gore proti Ljubljani. Čas potovanja se na obeh odsekih podaljša za približno 15 minut. Zastoji so tudi na cestah Pijava Gorica-Škofljica, Dol pri Ljubljani-Šentjakob in Mengeš-Trzin.",Generation failed
"B1: Zastoji Na gorenjski avtocesti zastoj tovornih vozil pred predorom Karavanke proti Avstriji, 2 km. Vozila stojijo tudi na voznem pasu. Za Kranjsko Goro priporočamo že izvoz Jesenice vzhod. Mejni prehodi Čakalna doba je na Obrežju in Gruškovju. Delo na cesti Na primorski avtocesti bo do 24. junija zaradi gradnje obvoznice na Vrhniki zaprt izvoz Vrhnika iz smeri Kopra. Obvoz je preko priključka Logatec. Skozi predor Karavanke na gorenjski avtocesti bo promet potekal izmenično enosmerno v nočeh na torek, 17. ter na sredo, 18. maja, med 20. in 5. uro. Med 23. in 24. uro ter med 1:30 in 3. uro bo predor zaprt v obe smeri! V Vodicah bo do 18. maja zaprta cesta Brnik - Vodice - Šmartno zaradi obnove vozišča. Na cesti Zbilje - Vodice - Moste pa bo promet urejen izmenično enosmerno. Obvoz bo po lokalnih cestah in po gorenjski avtocesti, vendar samo med priključkoma Vodice in Šmartno v obe smeri, tudi za vozila brez vinjete.","Na primorski avtocesti proti Ljubljani bo zaradi del do konca junija zaprt izvoz Vrhnika. Pred predorom Karavanke je 2 kilometra dolg zastoj tovornih vozil proti Avstriji. Zaradi del bo promet skozi predor od 20-ih do jutri do 5-ih zjutraj potekal izmenično enosmerno. V Vodicah bo zaradi obnove vozišča do srede zaprta cesta Brnik-Vodice-Šmartno. Na cesti Zbilje-Vodice-Moste pa bo promet urejen izmenično enosmerno. Obvoz je po lokalnih cestah in po gorenjski avtocesti med priključkoma Vodice in Šmartno, tudi za vozila brez vinjete. Na mejnih prehodih Gruškovje in Obrežje je povečan promet tovornih vozil pri vstopu v državo.",Generation failed
"B1: Nesreče Na gorenjski avtocesti je oviran promet med Radovljico in Lescami proti Karavankam. Zastoji Na gorenjski avtocesti med Vodicami in Brnikom proti Kranju, zaradi del. Pred Karavankami proti Avstriji, zastoj tovornih vozil, 1 km. Na cesti Lesce - Bled. Ovire Na štajerski avtocesti je zaradi okvare vozila oviran promet pred priključkom Trojane proti Ljubljani. Delovne zapore Promet skozi predor Karavanke bo v tem tednu, v nočeh na sredo in na četrtek, med 20. in 5. uro, potekal izmenično enosmerno. Cesta Podlom - Kranjski Rak - Luče bo v Podlomu zaprta v sredo, 23. 10., med 8. in 13. uro. Obvoz bo po cesti Gornji Grad - Radmirje - Luče. Na cesti Litija - Zagorje bodo pri Šklendrovcu popolne zapore vsak dan do 25. 10., od 8. do 17. ure. Na cesti Gorenja vas - Škofja Loka bo do petka, 25. 10., vsak dan med 8. in 17. uro, popolna zapora iz smeri Gorenje vasi proti Škofji Loki. V obratni smeri promet poteka nemoteno. Cesta čez prelaz Vršič bo na vrhu prelaza zaradi del zaprta predvidoma do 8. novembra, od ponedeljka do petka, vsak dan med 7.30 in 17. uro. Več o delovnih zaporah v prometni napovedi.",Na gorenjski avtocesti proti Karavankam je zaradi del krajši zastoj med Vodicami in Brnikom. Opozarjamo na nevarnost naleta. Pred predorom Karavanke je kilometer dolg zastoj tovornih vozil proti Avstriji. Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega vozila promet oviran pred priključkom Fram. Na primorski avtocesti proti Kopru je zaradi del zaprt prehitevalni pas med razcepom Srmin in Črnim Kalom v predoru Dekani.,Generation failed
"B1: Ovire Na dolenjski avtocesti med priključkoma Trebnje vzhod - zahod proti Ljubljani zaprt počasni pas zaradi okvare vozila. Zastoji Na štajerski avtocesti od Domžal proti Ljubljani. Na mariborski vzhodni obvoznici med razcepom Dragučova in predorom Vodole proti Slivnici, Ljubljani. Delo na cesti Cesta Krnica - Radovna, pri Radovni bo zaradi čiščenja po neurju zaprta predvidoma do konca avgusta. Več o delovnih zaporah v prometni napovedi.",Na dolenjski avtocesti je zaradi del promet med priključkoma Ivančna Gorica in Bič v obe smeri urejen po dveh zoženih pasovih. Prav tako zaradi del promet poteka po dveh zoženih pasovih tudi na štajerski avtocesti pred Lukovico proti Mariboru.,Generation failed
"B1: Ovire Na vipavski hitri cesti med Šempetrom in Vogrskim proti Nanosu predmeti. Zastoji Na cesti Lucija - Strunjan, Šmarje - Koper in Lesce - Bled. Mejni prehodi Čakalna doba: Dragonja, Starod, Jelšane in Gruškovje. Delo na cesti V noči na sredo, bo skozi predor Karavanke od 20. do 5. ure, promet potekal izmenično s čakanjem pred predorom predvidoma 30 minut. Na ljubljanski severni obvoznici potekajo dela med Zadobrovo in Tomačevim. Med Novimi Jaršami in Zadobrovo promet proti Zaloški poteka po dveh zoženih pasovih.","Na regionalni cesti Lesce-Bled je nastal skoraj 4 kilometre dolg zastoj. Zaradi burje je na vipavski hitri cesti med razcepom Nanos in priključkom Ajdovščina prepovedan promet za počitniške prikolice, hladilnike in vozila s ponjavami, lažja od 8 ton. Na štajerski avtocesti proti Ljubljani je zaradi pokvarjenega tovornjaka zaprt vozni pas pred priključkom Ljubljana-Sneberje. Na mejnih prehodih Gruškovje, Jelšane in Dragonja je povečan promet osebnih vozil pri vstopu v državo, v Jelšanah pa tudi pri izstopu iz države.
Vozniki tovornjakov v Gruškovju na vstop čakajo 1 uro.",Generation failed
"B1: Nesreče Na štajerski avtocesti je oviran promet pred predorom Podmilj Ljubljani. Na primorski avtocesti Fernetiči - Gabrk je oviran promet pred izvozom Sežana zahod proti Gabrku. Zastoji Na gorenjski avtocesti je pred predorom Karavanke proti Avstriji, zastoj tovornih vozil, 1 kilometer. Vreme Zimske razmere: - Cesta čez prelaz Vršič je zaprta. - Prepoved za priklopnike in polpriklopnike je na cesti Črni Vrh - Col. Poplavljene ceste, popolne zapore: - Smednik - Zameško - Kostanjevica, v Koprivniku. Ponekod je promet oviran zaradi poledice, vozite previdno. Na Dolenjskem je zaradi megle zmanjšana vidljivost med Ivančno Gorico in Bičem. Delo na cesti Promet skozi predor Karavanke bo v sredo, 14. 12., med 8. in polnočjo, potekal izmenično enosmerno. Več o delovnih zaporah v prometni napovedi.","Na štajerski avtocesti je promet proti Ljubljani oviran  zaradi prometne nesreče med Trojanami in Blagovico  pred predorom Podmilj.
 
Na avtocestnem odseku od Fernetičev proti Gabrku je zaradi prometne nesreče oviran promet na izvozu Sežana-zahod. 
 
Zaradi poplavljenega vozišča je zaprta cesta Smednik-Zameško-Kostanjevica v Koprivniku. Pred predorom Karavanke je kilometer dolg zastoj tovornih vozil proti Avstriji. Na mejnih prehodih Gruškovje in Obrežje vozniki tovornih vozil na vstop v državo čakajo 1 uro.",Generation failed
